smiles,atc_level1,atc_numeric
CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,N - NERVOUS SYSTEM,9
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,B - BLOOD AND BLOOD FORMING ORGANS,1
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,N - NERVOUS SYSTEM,9
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,D - DERMATOLOGICALS,3
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,D - DERMATOLOGICALS,3
CCN(CC)CC(=O)Nc1c(C)cccc1C,R - RESPIRATORY SYSTEM,11
CCN(CC)CC(=O)Nc1c(C)cccc1C,D - DERMATOLOGICALS,3
CCN(CC)CC(=O)Nc1c(C)cccc1C,N - NERVOUS SYSTEM,9
CCN(CC)CC(=O)Nc1c(C)cccc1C,S - SENSORY ORGANS,12
CCN(CC)CC(=O)Nc1c(C)cccc1C,C - CARDIOVASCULAR SYSTEM,2
CCN(CC)CC(=O)Nc1c(C)cccc1C,N - NERVOUS SYSTEM,9
CCN(CC)CC(=O)Nc1c(C)cccc1C,S - SENSORY ORGANS,12
CCN(CC)CC(=O)Nc1c(C)cccc1C,C - CARDIOVASCULAR SYSTEM,2
C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,A - ALIMENTARY TRACT AND METABOLISM,0
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
NC12CC3CC(CC(C3)C1)C2,N - NERVOUS SYSTEM,9
CCOC(=O)c1cncn1[C@H](C)c1ccccc1,N - NERVOUS SYSTEM,9
CNC1(C)C2CCC(C2)C1(C)C,C - CARDIOVASCULAR SYSTEM,2
NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@@](O)(C3)C2,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CCOc1ccc(NC(=O)CC(C)O)cc1,N - NERVOUS SYSTEM,9
CCOc1ccc(NC(=O)CC(C)O)cc1,N - NERVOUS SYSTEM,9
CCOc1ccc(NC(=O)CC(C)O)cc1,N - NERVOUS SYSTEM,9
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,N - NERVOUS SYSTEM,9
C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2C[C@H]3CC[C@@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,D - DERMATOLOGICALS,3
CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
O=C(O)C(O)c1ccccc1,B - BLOOD AND BLOOD FORMING ORGANS,1
O=C(O)C(O)c1ccccc1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC(S)C(=O)NCC(=O)O,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
N=C(N)NC(=N)NCCc1ccccc1,A - ALIMENTARY TRACT AND METABOLISM,0
OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,N - NERVOUS SYSTEM,9
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,M - MUSCULO-SKELETAL SYSTEM,8
CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,C - CARDIOVASCULAR SYSTEM,2
CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,R - RESPIRATORY SYSTEM,11
CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,R - RESPIRATORY SYSTEM,11
C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3C[C@@H](O)[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1,C - CARDIOVASCULAR SYSTEM,2
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@@H]1CSSC[C@H](N)C(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(N)=O)C(C)C,"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",5
CCCc1cc(C(N)=S)ccn1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12.CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)[C@H](CS[C@@H]3CN4CCC3CC4)CN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
O=S(=O)([O-])[O-].[Zn+2],A - ALIMENTARY TRACT AND METABOLISM,0
O=S(=O)([O-])[O-].[Zn+2],B - BLOOD AND BLOOD FORMING ORGANS,1
C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,N - NERVOUS SYSTEM,9
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,D - DERMATOLOGICALS,3
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,A - ALIMENTARY TRACT AND METABOLISM,0
OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,A - ALIMENTARY TRACT AND METABOLISM,0
CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,B - BLOOD AND BLOOD FORMING ORGANS,1
CCCNC(C)C(=O)Nc1ccccc1C,N - NERVOUS SYSTEM,9
CCCNC(C)C(=O)Nc1ccccc1C,N - NERVOUS SYSTEM,9
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,C - CARDIOVASCULAR SYSTEM,2
CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,C - CARDIOVASCULAR SYSTEM,2
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,R - RESPIRATORY SYSTEM,11
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,R - RESPIRATORY SYSTEM,11
Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,B - BLOOD AND BLOOD FORMING ORGANS,1
CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2C(=O)C[C@H]2S(=O)(=O)C1(C)C,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,N - NERVOUS SYSTEM,9
CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,M - MUSCULO-SKELETAL SYSTEM,8
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,D - DERMATOLOGICALS,3
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,A - ALIMENTARY TRACT AND METABOLISM,0
CC(C)(S)[C@@H](N)C(=O)O,M - MUSCULO-SKELETAL SYSTEM,8
FC(F)OC(F)C(F)(F)F,N - NERVOUS SYSTEM,9
Oc1cc(O)cc(O)c1,A - ALIMENTARY TRACT AND METABOLISM,0
Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CCCCOc1ccc(OCCCN2CCOCC2)cc1,D - DERMATOLOGICALS,3
CCCCOc1ccc(OCCCN2CCOCC2)cc1,C - CARDIOVASCULAR SYSTEM,2
CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,C - CARDIOVASCULAR SYSTEM,2
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",10
CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
O=C(O)CCCCC1CCSS1,A - ALIMENTARY TRACT AND METABOLISM,0
Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,C - CARDIOVASCULAR SYSTEM,2
COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,C - CARDIOVASCULAR SYSTEM,2
CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,M - MUSCULO-SKELETAL SYSTEM,8
CC(=O)OCC[N+](C)(C)C,S - SENSORY ORGANS,12
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N,N - NERVOUS SYSTEM,9
COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,C - CARDIOVASCULAR SYSTEM,2
C/N=C(\NC)NCc1ccccc1,C - CARDIOVASCULAR SYSTEM,2
N=C(N)c1ccc(OCCCCCCOc2ccc(C(=N)N)cc2)cc1,R - RESPIRATORY SYSTEM,11
N=C(N)c1ccc(OCCCCCCOc2ccc(C(=N)N)cc2)cc1,R - RESPIRATORY SYSTEM,11
N=C(N)c1ccc(OCCCCCCOc2ccc(C(=N)N)cc2)cc1,S - SENSORY ORGANS,12
N=C(N)c1ccc(OCCCCCCOc2ccc(C(=N)N)cc2)cc1,D - DERMATOLOGICALS,3
N=C(N)c1ccc(OCCCCCCOc2ccc(C(=N)N)cc2)cc1,S - SENSORY ORGANS,12
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,N - NERVOUS SYSTEM,9
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,C - CARDIOVASCULAR SYSTEM,2
C=C(CCCCCCCCCCCCCCCc1nnn[nH]1)NS(=O)(=O)CCCC(=O)NCCOCCOCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=O)CSC[C@H](N)C(=O)O)C(N)=O)C(=O)O)C(=O)O,"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",5
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,R - RESPIRATORY SYSTEM,11
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,C - CARDIOVASCULAR SYSTEM,2
O=C(O)CSCC(=O)NC1CCSC1=O,R - RESPIRATORY SYSTEM,11
CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,N - NERVOUS SYSTEM,9
c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
O=C(NCCO[N+](=O)[O-])c1cccnc1,C - CARDIOVASCULAR SYSTEM,2
COC(=O)C(c1ccccc1)C1CCCCN1,N - NERVOUS SYSTEM,9
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
Oc1ccc(O)cc1,D - DERMATOLOGICALS,3
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
O[C@@](Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,N - NERVOUS SYSTEM,9
COc1ccc2[nH]c3c(c2c1)CCN[C@]31CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CCCN(CCC)CCc1cccc2c1CC(=O)N2,N - NERVOUS SYSTEM,9
CC12CC3CC(C)(C1)CC(N)(C3)C2,N - NERVOUS SYSTEM,9
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,A - ALIMENTARY TRACT AND METABOLISM,0
CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,D - DERMATOLOGICALS,3
CN1CCN2c3ncccc3Cc3ccccc3C2C1,N - NERVOUS SYSTEM,9
CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,D - DERMATOLOGICALS,3
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,A - ALIMENTARY TRACT AND METABOLISM,0
O=C(O)CCCCCCCC(=O)O,D - DERMATOLOGICALS,3
Nc1ccc(O)c(C(=O)O)c1,A - ALIMENTARY TRACT AND METABOLISM,0
CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,C - CARDIOVASCULAR SYSTEM,2
CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,C - CARDIOVASCULAR SYSTEM,2
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,M - MUSCULO-SKELETAL SYSTEM,8
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,R - RESPIRATORY SYSTEM,11
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,R - RESPIRATORY SYSTEM,11
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,A - ALIMENTARY TRACT AND METABOLISM,0
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,D - DERMATOLOGICALS,3
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,R - RESPIRATORY SYSTEM,11
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,S - SENSORY ORGANS,12
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,S - SENSORY ORGANS,12
O=C(CCCCCCC(=O)Nc1ccccc1)NO,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,C - CARDIOVASCULAR SYSTEM,2
C(COCCOCC1CO1)OCCOCC1CO1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,C - CARDIOVASCULAR SYSTEM,2
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,N - NERVOUS SYSTEM,9
CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,S - SENSORY ORGANS,12
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,N - NERVOUS SYSTEM,9
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Ca+2].[Ca+2].[Ca+2],A - ALIMENTARY TRACT AND METABOLISM,0
CCN(CCCc1ccccc1)CCCc1ccccc1,A - ALIMENTARY TRACT AND METABOLISM,0
CCN(CCCc1ccccc1)CCCc1ccccc1,A - ALIMENTARY TRACT AND METABOLISM,0
NCC1(CC(=O)O)CCCCC1,N - NERVOUS SYSTEM,9
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,N - NERVOUS SYSTEM,9
O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2],A - ALIMENTARY TRACT AND METABOLISM,0
O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2],D - DERMATOLOGICALS,3
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,C - CARDIOVASCULAR SYSTEM,2
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,M - MUSCULO-SKELETAL SYSTEM,8
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,C - CARDIOVASCULAR SYSTEM,2
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,N - NERVOUS SYSTEM,9
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,A - ALIMENTARY TRACT AND METABOLISM,0
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,N - NERVOUS SYSTEM,9
CC(C)C[C@H](NC(=O)[C@@H]1CSSC[C@@H]2NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CC(N)=O)CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C(C)C)NC2=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N1)C(=O)O,A - ALIMENTARY TRACT AND METABOLISM,0
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,A - ALIMENTARY TRACT AND METABOLISM,0
O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,C - CARDIOVASCULAR SYSTEM,2
CN(C)CCN(Cc1ccccc1)c1ccccn1,R - RESPIRATORY SYSTEM,11
CN(C)CCN(Cc1ccccc1)c1ccccn1,D - DERMATOLOGICALS,3
CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,N - NERVOUS SYSTEM,9
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,N - NERVOUS SYSTEM,9
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC[C@@H](C(N)=O)N1CCCC1=O,N - NERVOUS SYSTEM,9
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,C - CARDIOVASCULAR SYSTEM,2
CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,R - RESPIRATORY SYSTEM,11
CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,D - DERMATOLOGICALS,3
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,N - NERVOUS SYSTEM,9
O=C(O)c1cccnc1,C - CARDIOVASCULAR SYSTEM,2
O=C(O)c1cccnc1,C - CARDIOVASCULAR SYSTEM,2
O=C(O)c1cccnc1,C - CARDIOVASCULAR SYSTEM,2
